,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
20330,1997-04-02,Bulgaria,Cyprus,4,1,FIFA World Cup qualification,Sofia,Bulgaria,False
20331,1997-04-02,Croatia,Slovenia,3,3,FIFA World Cup qualification,Split,Croatia,False
20332,1997-04-02,Czech Republic,Serbia,1,2,FIFA World Cup qualification,Prague,Czech Republic,False
20333,1997-04-02,Dominica,British Virgin Islands,6,1,CFU Caribbean Cup qualification,Roseau,Dominica,False
20336,1997-04-02,Lithuania,Romania,0,1,FIFA World Cup qualification,Vilnius,Lithuania,False
20337,1997-04-02,North Macedonia,Republic of Ireland,3,2,FIFA World Cup qualification,Skopje,North Macedonia,False
20338,1997-04-02,Paraguay,Colombia,2,1,FIFA World Cup qualification,Asunción,Paraguay,False
20339,1997-04-02,Peru,Ecuador,1,1,FIFA World Cup qualification,Lima,Peru,False
20340,1997-04-02,Poland,Italy,0,0,FIFA World Cup qualification,Chorzów,Poland,False
20341,1997-04-02,Scotland,Austria,2,0,FIFA World Cup qualification,Glasgow,Scotland,False
20342,1997-04-02,Sint Maarten,Anguilla,3,0,CFU Caribbean Cup qualification,Roseau,Dominica,True
20345,1997-04-02,Turkey,Netherlands,1,0,FIFA World Cup qualification,Bursa,Turkey,False
20346,1997-04-02,Ukraine,Northern Ireland,2,1,FIFA World Cup qualification,Kyïv,Ukraine,False
20347,1997-04-02,Uruguay,Venezuela,3,1,FIFA World Cup qualification,Montevideo,Uruguay,False
20348,1997-04-03,China PR,Ghana,0,0,Nehru Cup,Cochin,India,True
20349,1997-04-04,British Virgin Islands,Anguilla,4,2,CFU Caribbean Cup qualification,Roseau,Dominica,True
20350,1997-04-04,Dominica,Sint Maarten,1,0,CFU Caribbean Cup qualification,Roseau,Dominica,False
20351,1997-04-04,Grenada,Guyana,5,1,CFU Caribbean Cup qualification,Palo Seco,Trinidad and Tobago,True
20353,1997-04-05,Nigeria,Guinea,2,1,FIFA World Cup qualification,Lagos,Nigeria,False
20354,1997-04-05,Sierra Leone,Ghana,1,1,FIFA World Cup qualification,Freetown,Sierra Leone,False
20355,1997-04-06,Angola,Togo,3,1,FIFA World Cup qualification,Luanda,Angola,False
20356,1997-04-06,Cameroon,Zimbabwe,1,0,FIFA World Cup qualification,Yaoundé,Cameroon,False
20357,1997-04-06,Canada,El Salvador,0,0,FIFA World Cup qualification,Burnaby,Canada,False
20358,1997-04-06,Congo,South Africa,2,0,FIFA World Cup qualification,Pointe-Noire,Congo,False
20359,1997-04-06,Dominica,Anguilla,5,0,CFU Caribbean Cup qualification,Roseau,Dominica,False
20360,1997-04-06,Gabon,Morocco,0,4,FIFA World Cup qualification,Libreville,Gabon,False
20361,1997-04-06,Guyana,Barbados,0,2,CFU Caribbean Cup qualification,Arima,Trinidad and Tobago,True
20362,1997-04-06,India,Iraq,0,1,Nehru Cup,Cochin,India,False
20363,1997-04-06,Indonesia,Cambodia,8,0,FIFA World Cup qualification,Jakarta,Indonesia,False
20364,1997-04-06,Kenya,Burkina Faso,4,3,FIFA World Cup qualification,Nairobi,Kenya,False
20365,1997-04-06,Liberia,Egypt,1,0,FIFA World Cup qualification,Accra,Ghana,True
20366,1997-04-06,Namibia,Tunisia,1,2,FIFA World Cup qualification,Windhoek,Namibia,False
20367,1997-04-06,Sint Maarten,British Virgin Islands,3,2,CFU Caribbean Cup qualification,Roseau,Dominica,True
20369,1997-04-08,India,Ghana,2,2,Nehru Cup,Cochin,India,False
20370,1997-04-08,Jordan,United Arab Emirates,0,0,FIFA World Cup qualification,Manama,Bahrain,True
20371,1997-04-09,DR Congo,Zambia,2,2,FIFA World Cup qualification,Harare,Zimbabwe,True
20372,1997-04-10,India,Iraq,1,1,Nehru Cup,Cochin,India,False
20373,1997-04-11,Bahrain,United Arab Emirates,1,2,FIFA World Cup qualification,Manama,Bahrain,False
20374,1997-04-11,India,China PR,1,2,Nehru Cup,Cochin,India,False
20376,1997-04-12,Malawi,Mozambique,2,2,COSAFA Cup,Lilongwe,Malawi,False
20378,1997-04-13,Indonesia,Yemen,0,0,FIFA World Cup qualification,Jakarta,Indonesia,False
20379,1997-04-13,Lebanon,Singapore,1,1,FIFA World Cup qualification,Beirut,Lebanon,False
20380,1997-04-13,Mexico,Jamaica,6,0,FIFA World Cup qualification,Mexico City,Mexico,False
20381,1997-04-14,Bahrain,Jordan,1,0,FIFA World Cup qualification,Manama,Bahrain,False
20382,1997-04-16,Guatemala,Costa Rica,1,1,UNCAF Cup,Guatemala,Guatemala,False
20383,1997-04-16,Honduras,Panama,5,0,UNCAF Cup,Guatemala,Guatemala,True
20385,1997-04-18,Costa Rica,Nicaragua,5,1,UNCAF Cup,Guatemala,Guatemala,True
20386,1997-04-18,Honduras,El Salvador,3,0,UNCAF Cup,Guatemala,Guatemala,True
20387,1997-04-19,Jordan,Bahrain,4,1,FIFA World Cup qualification,Sharjah,United Arab Emirates,True
20388,1997-04-20,Cambodia,Yemen,0,1,FIFA World Cup qualification,Phnom Penh,Cambodia,False
20390,1997-04-20,El Salvador,Panama,2,0,UNCAF Cup,Guatemala,Guatemala,True
20391,1997-04-20,Guatemala,Nicaragua,6,1,UNCAF Cup,Guatemala,Guatemala,False
20392,1997-04-20,United States,Mexico,2,2,FIFA World Cup qualification,Foxborough,United States,False
20395,1997-04-22,United Arab Emirates,Bahrain,3,0,FIFA World Cup qualification,Sharjah,United Arab Emirates,False
20397,1997-04-23,Guatemala,El Salvador,1,0,UNCAF Cup,Guatemala,Guatemala,False
20398,1997-04-23,Honduras,Costa Rica,0,4,UNCAF Cup,Guatemala,Guatemala,True
20399,1997-04-25,Costa Rica,El Salvador,1,0,UNCAF Cup,Guatemala,Guatemala,True
20400,1997-04-25,Guatemala,Honduras,1,0,UNCAF Cup,Guatemala,Guatemala,False
20402,1997-04-26,Namibia,Egypt,2,3,FIFA World Cup qualification,Windhoek,Namibia,False
20403,1997-04-26,Sierra Leone,Morocco,0,1,FIFA World Cup qualification,Freetown,Sierra Leone,False
20404,1997-04-26,Singapore,Kuwait,0,1,FIFA World Cup qualification,Singapore,Singapore,False
20405,1997-04-26,United Arab Emirates,Jordan,2,0,FIFA World Cup qualification,Sharjah,United Arab Emirates,False
20406,1997-04-27,Burkina Faso,Nigeria,1,2,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False
20407,1997-04-27,Cambodia,Indonesia,1,1,FIFA World Cup qualification,Phnom Penh,Cambodia,False
20408,1997-04-27,Cameroon,Togo,2,0,FIFA World Cup qualification,Yaoundé,Cameroon,False
20409,1997-04-27,Canada,Jamaica,0,0,FIFA World Cup qualification,Burnaby,Canada,False
20411,1997-04-27,DR Congo,South Africa,1,2,FIFA World Cup qualification,Lomé,Togo,True
20412,1997-04-27,Dominica,Martinique,1,2,CFU Caribbean Cup qualification,Roseau,Dominica,False
20413,1997-04-27,Ghana,Gabon,3,0,FIFA World Cup qualification,Accra,Ghana,False
20414,1997-04-27,Guatemala,Costa Rica,1,1,UNCAF Cup,Guatemala,Guatemala,False
20415,1997-04-27,Honduras,El Salvador,0,0,UNCAF Cup,Guatemala,Guatemala,True
20416,1997-04-27,Kenya,Guinea,1,0,FIFA World Cup qualification,Nairobi,Kenya,False
20418,1997-04-27,Tunisia,Liberia,2,0,FIFA World Cup qualification,Tunis,Tunisia,False
20419,1997-04-27,Zambia,Congo,3,0,FIFA World Cup qualification,Lusaka,Zambia,False
20420,1997-04-27,Zimbabwe,Angola,0,0,FIFA World Cup qualification,Harare,Zimbabwe,False
20422,1997-04-29,Chile,Venezuela,6,0,FIFA World Cup qualification,Santiago,Chile,False
20424,1997-04-30,Argentina,Ecuador,2,1,FIFA World Cup qualification,Buenos Aires,Argentina,False
20425,1997-04-30,Armenia,Northern Ireland,0,0,FIFA World Cup qualification,Yerevan,Armenia,False
20426,1997-04-30,Austria,Estonia,2,0,FIFA World Cup qualification,Vienna,Austria,False
20428,1997-04-30,Colombia,Peru,0,1,FIFA World Cup qualification,Barranquilla,Colombia,False
20429,1997-04-30,Denmark,Slovenia,4,0,FIFA World Cup qualification,Copenhagen,Denmark,False
20430,1997-04-30,England,Georgia,2,0,FIFA World Cup qualification,London,England,False
20431,1997-04-30,Germany,Ukraine,2,0,FIFA World Cup qualification,Bremen,Germany,False
20432,1997-04-30,Greece,Croatia,0,1,FIFA World Cup qualification,Salonica,Greece,False
20433,1997-04-30,Israel,Cyprus,2,0,FIFA World Cup qualification,Ramat-Gan,Israel,False
20434,1997-04-30,Italy,Poland,3,0,FIFA World Cup qualification,Naples,Italy,False
20435,1997-04-30,Latvia,Belarus,2,0,FIFA World Cup qualification,Riga,Latvia,False
20436,1997-04-30,Liechtenstein,Lithuania,0,2,FIFA World Cup qualification,Eschen,Liechtenstein,False
20437,1997-04-30,Malta,Faroe Islands,1,2,FIFA World Cup qualification,Attard,Malta,False
20438,1997-04-30,Norway,Finland,1,1,FIFA World Cup qualification,Oslo,Norway,False
20439,1997-04-30,Paraguay,Uruguay,3,1,FIFA World Cup qualification,Asunción,Paraguay,False
20440,1997-04-30,Romania,Republic of Ireland,1,0,FIFA World Cup qualification,Bucharest,Romania,False
20441,1997-04-30,Russia,Luxembourg,3,0,FIFA World Cup qualification,Moscow,Russia,False
20442,1997-04-30,San Marino,Netherlands,0,6,FIFA World Cup qualification,Serravalle,San Marino,False
20443,1997-04-30,Serbia,Spain,1,1,FIFA World Cup qualification,Belgrade,Yugoslavia,True
20444,1997-04-30,Sweden,Scotland,2,1,FIFA World Cup qualification,Gothenburg,Sweden,False
20445,1997-04-30,Switzerland,Hungary,1,0,FIFA World Cup qualification,Zürich,Switzerland,False
20447,1997-04-30,Turkey,Belgium,1,3,FIFA World Cup qualification,Istanbul,Turkey,False
20450,1997-05-04,Aruba,Jamaica,0,6,CFU Caribbean Cup qualification,Oranjestad,Aruba,False
20451,1997-05-04,El Salvador,Costa Rica,2,1,FIFA World Cup qualification,San Salvador,El Salvador,False
20452,1997-05-04,Martinique,Dominica,7,0,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False
20453,1997-05-04,Tajikistan,Vietnam,4,0,FIFA World Cup qualification,Dushanbe,Tajikistan,False
20454,1997-05-04,Turkmenistan,China PR,1,4,FIFA World Cup qualification,Ashgabat,Turkmenistan,False
20456,1997-05-07,Ukraine,Armenia,1,1,FIFA World Cup qualification,Kyïv,Ukraine,False
20458,1997-05-08,Kuwait,Lebanon,2,0,FIFA World Cup qualification,Kuwait City,Kuwait,False
20459,1997-05-09,Yemen,Uzbekistan,0,1,FIFA World Cup qualification,Sana'a,Yemen,False
20460,1997-05-11,Costa Rica,Jamaica,3,1,FIFA World Cup qualification,San José,Costa Rica,False
20461,1997-05-11,Kazakhstan,Pakistan,3,0,FIFA World Cup qualification,Almaty,Kazakhstan,False
20462,1997-05-11,Tajikistan,China PR,0,1,FIFA World Cup qualification,Dushanbe,Tajikistan,False
20463,1997-05-11,Turkmenistan,Vietnam,2,1,FIFA World Cup qualification,Ashgabat,Turkmenistan,False
20464,1997-05-16,Yemen,Cambodia,7,0,FIFA World Cup qualification,Sana'a,Yemen,False
20465,1997-05-18,Estonia,Latvia,1,3,FIFA World Cup qualification,Tallinn,Estonia,False
20466,1997-05-18,Jamaica,El Salvador,1,0,FIFA World Cup qualification,Kingston,Jamaica,False
20467,1997-05-21,Republic of Ireland,Liechtenstein,5,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False
20471,1997-05-23,Pakistan,Iraq,2,6,FIFA World Cup qualification,Lahore,Pakistan,False
20473,1997-05-24,Singapore,Lebanon,1,2,FIFA World Cup qualification,Singapore,Singapore,False
20474,1997-05-25,Turkmenistan,Tajikistan,1,2,FIFA World Cup qualification,Ashgabat,Turkmenistan,False
20475,1997-05-25,Uzbekistan,Cambodia,6,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False
20476,1997-05-25,Vietnam,China PR,1,3,FIFA World Cup qualification,Ho Chi Minh City,Vietnam,False
20480,1997-05-28,South Korea,Hong Kong,4,0,FIFA World Cup qualification,Daejeon,South Korea,False
20483,1997-05-31,Morocco,Ethiopia,4,0,African Cup of Nations qualification,Rabat,Morocco,False
20484,1997-05-31,Papua New Guinea,New Zealand,1,0,FIFA World Cup qualification,Port Moresby,Papua New Guinea,False
20485,1997-05-31,Poland,England,0,2,FIFA World Cup qualification,Chorzów,Poland,False
20486,1997-05-31,Tanzania,Namibia,0,0,COSAFA Cup,Mwanza,Tanzania,False
20488,1997-06-01,Canada,Costa Rica,1,0,FIFA World Cup qualification,Edmonton,Canada,False
20489,1997-06-01,China PR,Turkmenistan,1,0,FIFA World Cup qualification,Beijing,China PR,False
20490,1997-06-01,Indonesia,Uzbekistan,1,1,FIFA World Cup qualification,Jakarta,Indonesia,False
20491,1997-06-01,South Korea,Thailand,0,0,FIFA World Cup qualification,Seoul,South Korea,False
20493,1997-06-01,Vietnam,Tajikistan,0,4,FIFA World Cup qualification,Ho Chi Minh City,Vietnam,False
20495,1997-06-02,Maldives,Iran,0,17,FIFA World Cup qualification,Damascus,Syria,True
20496,1997-06-03,France,Brazil,1,1,Tournoi de France,Lyon,France,False
20497,1997-06-04,England,Italy,2,0,Tournoi de France,Nantes,France,True
20499,1997-06-04,Kyrgyzstan,Iran,0,7,FIFA World Cup qualification,Damascus,Syria,True
20501,1997-06-04,Syria,Maldives,12,0,FIFA World Cup qualification,Damascus,Syria,False
20504,1997-06-05,Kuwait,Singapore,4,0,FIFA World Cup qualification,Kuwait City,Kuwait,False
20506,1997-06-06,Iraq,Kazakhstan,1,2,FIFA World Cup qualification,Baghdad,Iraq,False
20507,1997-06-06,Kyrgyzstan,Maldives,3,0,FIFA World Cup qualification,Damascus,Syria,True
20509,1997-06-06,Syria,Iran,0,1,FIFA World Cup qualification,Damascus,Syria,False
20510,1997-06-07,Belgium,San Marino,6,0,FIFA World Cup qualification,Brussels,Belgium,False
20511,1997-06-07,Fiji,New Zealand,0,1,FIFA World Cup qualification,Ba,Fiji,False
20512,1997-06-07,France,England,0,1,Tournoi de France,Montpellier,France,False
20513,1997-06-07,Georgia,Moldova,2,0,FIFA World Cup qualification,Batumi,Georgia,False
20514,1997-06-07,North Macedonia,Iceland,1,0,FIFA World Cup qualification,Skopje,North Macedonia,False
20515,1997-06-07,Morocco,Ghana,1,0,FIFA World Cup qualification,Casablanca,Morocco,False
20516,1997-06-07,Nigeria,Kenya,3,0,FIFA World Cup qualification,Lagos,Nigeria,False
20517,1997-06-07,Portugal,Albania,2,0,FIFA World Cup qualification,Porto,Portugal,False
20518,1997-06-07,Ukraine,Germany,0,0,FIFA World Cup qualification,Kyïv,Ukraine,False
20519,1997-06-08,Angola,Cameroon,1,1,FIFA World Cup qualification,Luanda,Angola,False
20520,1997-06-08,Argentina,Peru,2,0,FIFA World Cup qualification,Buenos Aires,Argentina,False
20521,1997-06-08,Belarus,Scotland,0,1,FIFA World Cup qualification,Minsk,Belarus,False
20522,1997-06-08,Bulgaria,Luxembourg,4,0,FIFA World Cup qualification,Burgas,Bulgaria,False
20523,1997-06-08,China PR,Tajikistan,0,0,FIFA World Cup qualification,Beijing,China PR,False
20524,1997-06-08,Congo,DR Congo,1,0,FIFA World Cup qualification,Pointe-Noire,Congo,False
20525,1997-06-08,Denmark,Bosnia and Herzegovina,2,0,FIFA World Cup qualification,Copenhagen,Denmark,False
20526,1997-06-08,Ecuador,Chile,1,1,FIFA World Cup qualification,Quito,Ecuador,False
20527,1997-06-08,Egypt,Tunisia,0,0,FIFA World Cup qualification,Cairo,Egypt,False
20528,1997-06-08,El Salvador,Mexico,0,1,FIFA World Cup qualification,San Salvador,El Salvador,False
20529,1997-06-08,Estonia,Sweden,2,3,FIFA World Cup qualification,Tallinn,Estonia,False
20530,1997-06-08,Faroe Islands,Malta,2,1,FIFA World Cup qualification,Toftir,Faroe Islands,False
20531,1997-06-08,Finland,Azerbaijan,3,0,FIFA World Cup qualification,Helsinki,Finland,False
20532,1997-06-08,Guinea,Burkina Faso,3,1,FIFA World Cup qualification,Conakry,Guinea,False
20533,1997-06-08,Hungary,Norway,1,1,FIFA World Cup qualification,Budapest,Hungary,False
20534,1997-06-08,Italy,Brazil,3,3,Tournoi de France,Lyon,France,True
20535,1997-06-08,Japan,Croatia,4,3,Kirin Cup,Tokyo,Japan,False
20536,1997-06-08,Latvia,Austria,1,3,FIFA World Cup qualification,Riga,Latvia,False
20537,1997-06-08,Liberia,Namibia,1,2,FIFA World Cup qualification,Monrovia,Liberia,False
20538,1997-06-08,Russia,Israel,2,0,FIFA World Cup qualification,Moscow,Russia,False
20539,1997-06-08,Serbia,Slovakia,2,0,FIFA World Cup qualification,Belgrade,Yugoslavia,True
20540,1997-06-08,South Africa,Zambia,3,0,FIFA World Cup qualification,Johannesburg,South Africa,False
20541,1997-06-08,Spain,Czech Republic,1,0,FIFA World Cup qualification,Valladolid,Spain,False
20542,1997-06-08,Togo,Zimbabwe,2,1,FIFA World Cup qualification,Lomé,Togo,False
20543,1997-06-08,Uruguay,Colombia,1,1,FIFA World Cup qualification,Montevideo,Uruguay,False
20544,1997-06-08,Venezuela,Bolivia,1,1,FIFA World Cup qualification,Valera,Venezuela,False
20545,1997-06-08,Vietnam,Turkmenistan,0,4,FIFA World Cup qualification,Ho Chi Minh City,Vietnam,False
20546,1997-06-09,Iran,Kyrgyzstan,3,1,FIFA World Cup qualification,Teheran,Iran,False
20547,1997-06-09,Maldives,Syria,0,12,FIFA World Cup qualification,Teheran,Iran,True
20548,1997-06-10,England,Brazil,0,1,Tournoi de France,Paris,France,True
20549,1997-06-11,Argentina,Ecuador,0,0,Copa América,Cochabamba,Bolivia,True
20550,1997-06-11,Australia,Solomon Islands,13,0,FIFA World Cup qualification,Sydney,Australia,False
20551,1997-06-11,Chile,Paraguay,0,1,Copa América,Cochabamba,Bolivia,True
20552,1997-06-11,France,Italy,2,2,Tournoi de France,Paris,France,False
20553,1997-06-11,Iceland,Lithuania,0,0,FIFA World Cup qualification,Reykjavík,Iceland,False
20554,1997-06-11,Iran,Maldives,9,0,FIFA World Cup qualification,Teheran,Iran,False
20555,1997-06-11,Kyrgyzstan,Syria,2,1,FIFA World Cup qualification,Teheran,Iran,True
20556,1997-06-11,New Zealand,Papua New Guinea,7,0,FIFA World Cup qualification,Auckland,New Zealand,False
20557,1997-06-11,Pakistan,Kazakhstan,0,7,FIFA World Cup qualification,Lahore,Pakistan,False
20558,1997-06-12,Bolivia,Venezuela,1,0,Copa América,La Paz,Bolivia,False
20559,1997-06-12,Croatia,Turkey,1,1,Kirin Cup,Sendai,Japan,True
20560,1997-06-12,Ghana,Serbia,1,3,Korea Cup,Seoul,South Korea,True
20561,1997-06-12,South Korea,Egypt,3,1,Korea Cup,Seoul,South Korea,False
20562,1997-06-12,Peru,Uruguay,1,0,Copa América,Sucre,Bolivia,True
20563,1997-06-13,Australia,Tahiti,5,0,FIFA World Cup qualification,Sydney,Australia,False
20564,1997-06-13,Brazil,Costa Rica,5,0,Copa América,Santa Cruz,Bolivia,True
20565,1997-06-13,Iran,Syria,2,2,FIFA World Cup qualification,Teheran,Iran,False
20566,1997-06-13,Maldives,Kyrgyzstan,0,6,FIFA World Cup qualification,Teheran,Iran,True
20567,1997-06-13,Mexico,Colombia,2,1,Copa América,Santa Cruz,Bolivia,True
20568,1997-06-13,Yemen,Indonesia,1,1,FIFA World Cup qualification,Sana'a,Yemen,False
20569,1997-06-14,Argentina,Chile,2,0,Copa América,Cochabamba,Bolivia,True
20570,1997-06-14,Egypt,Serbia,0,0,Korea Cup,Suwon,South Korea,True
20571,1997-06-14,South Korea,Ghana,3,0,Korea Cup,Suwon,South Korea,False
20572,1997-06-14,Paraguay,Ecuador,0,2,Copa América,Cochabamba,Bolivia,True
20573,1997-06-14,Poland,Georgia,4,1,FIFA World Cup qualification,Katowice,Poland,False
20574,1997-06-15,Bolivia,Peru,2,0,Copa América,La Paz,Bolivia,False
20575,1997-06-15,Fiji,Papua New Guinea,3,1,FIFA World Cup qualification,Suva,Fiji,False
20576,1997-06-15,Japan,Turkey,1,0,Kirin Cup,Osaka,Japan,False
20577,1997-06-15,Mozambique,Tanzania,3,0,COSAFA Cup,Maputo,Mozambique,False
20578,1997-06-15,Solomon Islands,Tahiti,4,1,FIFA World Cup qualification,Sydney,Australia,True
20579,1997-06-15,Uruguay,Venezuela,2,0,Copa América,Sucre,Bolivia,True
20580,1997-06-16,Brazil,Mexico,3,2,Copa América,Santa Cruz,Bolivia,True
20581,1997-06-16,Colombia,Costa Rica,4,1,Copa América,Santa Cruz,Bolivia,True
20582,1997-06-16,Egypt,Ghana,2,0,Korea Cup,Seoul,South Korea,True
20583,1997-06-16,South Korea,Serbia,1,1,Korea Cup,Seoul,South Korea,False
20584,1997-06-17,Argentina,Paraguay,1,1,Copa América,Cochabamba,Bolivia,True
20585,1997-06-17,Australia,Solomon Islands,6,2,FIFA World Cup qualification,Sydney,Australia,False
20586,1997-06-17,Chile,Ecuador,1,2,Copa América,Cochabamba,Bolivia,True
20588,1997-06-18,Bolivia,Uruguay,1,0,Copa América,La Paz,Bolivia,False
20589,1997-06-18,New Zealand,Fiji,5,0,FIFA World Cup qualification,Auckland,New Zealand,False
20590,1997-06-18,Peru,Venezuela,2,0,Copa América,Sucre,Bolivia,True
20591,1997-06-19,Australia,Tahiti,2,0,FIFA World Cup qualification,Sydney,Australia,False
20592,1997-06-19,Brazil,Colombia,2,0,Copa América,Santa Cruz,Bolivia,True
20593,1997-06-19,Mexico,Costa Rica,1,1,Copa América,Santa Cruz,Bolivia,True
20594,1997-06-20,Iraq,Pakistan,6,1,FIFA World Cup qualification,Baghdad,Iraq,False
20595,1997-06-20,Uzbekistan,Indonesia,3,0,FIFA World Cup qualification,Tashkent,Uzbekistan,False
20597,1997-06-21,Bolivia,Colombia,2,1,Copa América,La Paz,Bolivia,False
20598,1997-06-21,Morocco,Egypt,1,0,African Cup of Nations qualification,Rabat,Morocco,False
20599,1997-06-21,Papua New Guinea,Fiji,0,1,FIFA World Cup qualification,Port Moresby,Papua New Guinea,False
20600,1997-06-21,Peru,Argentina,2,1,Copa América,Sucre,Bolivia,True
20601,1997-06-21,Tahiti,Solomon Islands,1,1,FIFA World Cup qualification,Sydney,Australia,True
20602,1997-06-22,Angola,Ghana,1,0,African Cup of Nations qualification,Luanda,Angola,False
20604,1997-06-22,Brazil,Paraguay,2,0,Copa América,Santa Cruz,Bolivia,True
20605,1997-06-22,Cameroon,Gabon,2,2,African Cup of Nations qualification,Yaoundé,Cameroon,False
20606,1997-06-22,China PR,Vietnam,4,0,FIFA World Cup qualification,Beijing,China PR,False
20607,1997-06-22,Ecuador,Mexico,1,1,Copa América,Cochabamba,Bolivia,True
20609,1997-06-22,Ivory Coast,Algeria,2,1,African Cup of Nations qualification,Bouaké,Ivory Coast,False
